,Abstract,,Pattern,COND-ST,Frequency,Lemma,Example (Form),Gloss,REGEX-match,REGEX-sub,COND-map,Test,Color,Comments,STATUS
106,>1o2a3,>a1o>a#,>a1o>aY,u-# #-iy defective,1,>aro>aY_1,ro},show;demonstrate,(.).(.),$1o>,u-# #-aY defective,ro>,1,,DONE
107,>1o2a3,>a1owa3,>a1owa3,u-#,6,>aEowaz_1,Eowiz,be_destitute;be_in_need_of;be_short_on,(.).(.).(.),$1o$2a$3,u-#,Eowaz,0,,DONE
108,>1o2a3,>a1oya3,>a1oya3,u-#,1,>aEoyal_1,Eoyil,have_a_large_family,(.).(.).(.),$1o$2a$3,u-#,Eoyal,1,,DONE
109,1A2a3,1@2a3a,1A2a3a,u-#,1,hAtaf_1,hAtif,phone,(.)A(.).(.),$1A$2a$3,u-#,hAtaf,0,,DONE
110,>1o2a3,>awo2a3,>awo2a3,u-# #n,1,>awohan_1,wohin,weaken;discourage,(.).(.).(.),$1o$2a$3,u-# #n,wohan,1,,DONE
111,1a2a3,1a>a#,1a>aY,a-# #-iy defective,3,Sa>aY-i_1,So},twitter;chirp,(.).(.),$1o>,u-# #-aY defective,So>,0,,DONE
112,1a2a3,wa2i3,wa2i3,a-# #n,1,wasin-a_1,wosan,sleep,,,u-# #n,,1,CHECK form (link),
113,1a2a3,wa2i>,wa2i>,a-# #-a>,3,wabi}-a_1,wb,be_diseased;be_infested,,,u-# #-a>,,0,CHECK form (link),
114,1A2a3,1@2a3,1A2a3,u-#,277,bAsaT_1,bAsiT,be_sincere;speak_openly,(.)A(.).(.),$1A$2a$3,u-#,bAsaT,1,,DONE
115,1A2a3,1@2a3,1A2a3,u-# #n,15,$AHan_1,$AHin,quarrel_with,(.)A(.).(.),$1A$2a$3,u-# #n,$AHan,1,,DONE
116,1a2a3,wa2u3,wa2u3,a-#,9,wa$uk_1,wo$uk,hurry;be_quick,,,u-#,,0,CHECK form (link),
117,1A2a3,1@2a>,1A2a>,u-#,4,bAda>_1,bAdi},initiate;lead,(.)A(.).(.),$1A$2,u-# #-a>,bAd,1,,DONE
118,1A2a3,1@2a#,1A2aY,u-# #-iy defective,50,bAdaY_1,bAd,reveal;show,(.)A(.),$1A$2,u-# #-aY defective,bAd,0,,DONE
119,1A2a3,1@2~,1A2~,v-suff + u-# gem,15,mAs~_1,mAs~,be_in_touch_with;be_in_contact_with,(.)A(.)~,$1A$2~,v-suff + u-# gem,mAs~,1,,DONE
120,1A2a3,1@2~,1A2~,c-suff + u-# gem,15,mAs~_1,mAsis,be_in_touch_with;be_in_contact_with,(.)A(.).(.),$1A$2a$3,c-suff + u-# gem,mAsas,1,,DONE
121,1A2a3,1@>a3,1A>a3,u-#,2,lA'am_1,lA}im,be_suitable;be_appropriate;be_adequate,(.)A(.).(.),$1A>a$3,u-#,lA>am,0,,DONE
122,1A2a3,1@>a#,1A>aY,u-# #-iy defective,4,nA'aY_1,nA',keep_far_away,(.)A(.),$1A$2,u-# #-aY defective,nA',1,,DONE
123,1A2a3,1@wa3,1Awa3,u-#,37,hAwad_1,hAwid,be_indulgent;be_obliging;moderate,(.)A(.).(.),$1A$2a$3,u-#,hAwad,0,,DONE
124,1A2a3,1@wa3,1Awa3,u-# #n,1,EAwan_1,EAwin,assist;support,(.)A(.).(.),$1A$2a$3,u-# #n,EAwan,0,,DONE
125,1A2a3,1@wa>,1Awa>,u-# #-a>,1,nAwa>_1,nAw,resist;oppose;compete_with;contend_with,,,,,1,,
126,1A2a3,1@wa#,1AwaY,u-# #-iy defective,7,dAwaY_1,dAw,treat;nurse,(.)A(.),$1A$2,u-# #-aY defective,dAw,0,,DONE
127,1A2a3,1@ya3,1Aya3,u-#,17,gAyar_1,gAyir,be_at_odds_with;be_in_contrast_with,(.)A(.).(.),$1A$2a$3,u-#,gAyar,1,,DONE
128,1A2a3,1@ya3,1Aya3,u-# #n,4,bAyan_1,bAyin,depart;conflict,(.)A(.).(.),$1A$2a$3,u-# #n,bAyan,1,,DONE
129,1a2a3,wa2u3,wa2u3,a-# #n,1,wahun-u_1,wohun,be_weak;lack_the_strength_for,,,u-# #n,,0,CHECK form (link),
130,1A2a3,>@2a3,>A2a3,u-# >-o#,2,|man_1,min,believe,(.).(.),$1a$2,u-# >-o#,man,1,,DONE
131,1A2a3,w@2a3,wA2a3,u-#,15,wAEad_1,wAEid,arrange_a_meeting_with;make_an_appointment_with,(.)A(.).(.),$1A$2a$3,u-#,wAEad,0,,DONE
132,1A2a3,w@2a3,wA2a3,u-# #n,1,wAzan_1,wAzin,weigh;compare;balance,(.)A(.).(.),$1A$2a$3,u-# #n,wAzan,0,,DONE
133,1A2a3,w@2a>,wA2a>,u-#,1,wATa>_1,wATi},agree_with,(.)A(.).(.),$1A$2,u-# #-a>,wAT,1,,DONE
134,1A2a3,w@2a#,wA2aY,u-# #-iy defective,6,wAfaY_1,wAf,arrive;provide,(.)A(.),$1A$2,u-# #-aY defective,wAf,0,,DONE
135,1A2a3,w@2~,wA2~,c-suff + u-# gem,1,wAd~_1,wAdid,befriend,(.)A(.).(.),$1A$2a$3,c-suff + u-# gem,wAdad,1,,DONE
136,1A2a3,w@2~,wA2~,v-suff + u-# gem,1,wAd~_1,wAd~,befriend,(.)A(.)~,$1A$2~,v-suff + u-# gem,wAd~,1,,DONE
137,1A2a3,w@>a3,wA>a3,u-#,1,wA'am_1,wA}im,agree_with;be_suited_to;harmonize_with,(.)A(.).(.),$1A>a$3,u-#,wA>am,0,,DONE
138,1A2a3,y@2a3,yA2a3,u-#,1,yAsar_1,yAsir,be_lenient_with;be_obliging_with,(.)A(.).(.),$1A$2a$3,u-#,yAsar,1,,DONE
139,1A2a3,y@wa3,yAwa3,u-#,1,yAwam_1,yAwim,hire_(as_a_day_laborer),(.)A(.).(.),$1A$2a$3,u-#,yAwam,0,,DONE
140,1a2~3,1a2~a3,1a2~a3,u-#,3,Ead~ad_1,Ead~id,enumerate;count,(.).(.)~.(.),$1a$2~a$3,u-#,Ead~ad,1,CORRECTIONS a-# to u-#,DONE
141,1a2~3,1a2~a3,1a2~a3,u-#,883,bat~al_2,bat~il,be_chaste;be_pious,(.).(.)~.(.),$1a$2~a$3,u-#,bat~al,1,,DONE
142,1a2~3,1a2~a3,1a2~a3,u-# #n,50,lab~an_1,lab~in,make_brick,(.).(.)~.(.),$1a$2~a$3,u-# #n,lab~an,1,,DONE
143,1a2~3,1a2~a>,1a2~a>,u-#,19,bar~a>_1,bar~i},absolve;exonerate;pardon,(.).(.)~.(.),$1a$2~,u-# #-a>,bar~,0,,DONE
144,1a2~3,1a2~a#,1a2~aY,u-# #-iy defective,87,*ak~aY_1,*ak~,kindle;set_ablaze,(.).(.)~,$1a$2~,u-# #-aY defective,*ak~,1,,DONE
145,1a2~3,1aw~a3,1aw~a3,u-#,1,Eaw~ah_1,Eaw~ih,make_sick,(.).(.)~.(.),$1a$2~a$3,u-#,Eaw~ah,0,CORRECTIONS a-# to u-#,DONE
146,1a2~3,1aw~a3,1aw~a3,u-#,137,$aw~al_1,$aw~il,be_sparse,(.).(.)~.(.),$1a$2~a$3,u-#,$aw~al,0,,DONE
147,1a2~3,1aw~a3,1aw~a3,u-# #n,8,$aw~an_1,$aw~in,store_grain;garner,(.).(.)~.(.),$1a$2~a$3,u-# #n,$aw~an,0,,DONE
148,1a2a3,wa2u>,wa2u>,a-# #-u&,2,wabu&-u_1,wb,be_diseased;be_infested,,,u-# #-u&,,1,CHECK form (link),
149,1a2~3,1aw~a>,1aw~a>,u-#,1,baw~a>_1,baw~i},accommodate;bring,(.).(.)~.(.),$1a$2~a>,u-#,baw~a>,0,,DONE
150,1a2~3,1aw~a#,1aw~aY,u-# #-iy defective,9,daw~aY_1,daw~,buzz;hum;drone,(.).(.)~,$1a$2~,u-# #-aY defective,daw~,1,,DONE
151,1a2~3,1ay~a3,1ay~a3,u-#,1,Tay~af_1,Tay~if,factionalize;secterianize,(.).(.)~.(.),$1a$2~a$3,u-#,Tay~af,0,CORRECTIONS a-# to u-#,DONE
152,1a2~3,1ay~a3,1ay~a3,u-#,80,Day~af_1,Day~if,be_a_host_to;receive_as_guest,(.).(.)~.(.),$1a$2~a$3,u-#,Day~af,0,,DONE
153,1a2~3,1ay~a3,1ay~a3,u-# #n,6,$ay~an_1,$ay~in,disfigure;disgrace,(.).(.)~.(.),$1a$2~a$3,u-# #n,$ay~an,0,,DONE
154,1a2a3,>a2a3,>a2a3,a-#,1,>asar-i_1,>sir,capture;take_prisoner,,,u-#,,1,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
155,1a2~3,1ay~a@,1ay~aA,u-# #-iy defective,2,Hay~A_1,Hay~,praise;salute;hail;laud,(.).(.)~,$1a$2~,u-# #-aY defective,Hay~,0,,DONE
156,1a2~3,1ay~a#,1ay~aY,u-# #-iy defective,1,zay~aY_1,zay~,dress;clothe,(.).(.)~,$1a$2~,u-# #-aY defective,zay~,1,,DONE
157,1a2a3,>a2i3,>a2i3,a-# >-# #n,3,>a*in-a_1,>o*an,authorize;listen,,,u-# >-# #n,,0,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
158,1a2a3,>a2iy,>a2iy,a-# #-aY defective,1,>a*iy-a_1,>o*,suffer_damage,,,u-# #-aY defective,,1,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
159,1a2~3,wa2~a3,wa2~a3,u-#,52,wa$~aE_1,wa$~iE,reel;spool,(.).(.)~.(.),$1a$2~a$3,u-#,wa$~aE,0,,DONE
160,1a2~3,wa2~a3,wa2~a3,u-# #n,2,wah~an_1,wah~in,weaken;discourage,(.).(.)~.(.),$1a$2~a$3,u-# #n,wah~an,0,,DONE
161,1a2~3,wa2~a>,wa2~a>,u-#,1,waT~a>_1,waT~i},lower;pave_the_way;prepare,(.).(.)~.(.),$1a$2~,u-# #-a>,waT~,1,,DONE
162,1a2~3,wa2~a#,wa2~aY,u-# #-iy defective,8,waE~aY_1,waE~,make_conscious;raise_the_consciousness,(.).(.)~,$1a$2~,u-# #-aY defective,waE~,0,,DONE
163,1a2~3,ya2~a3,ya2~a3,u-#,4,yab~as_1,yab~is,make_dry;desiccate,(.).(.)~.(.),$1a$2~a$3,u-#,yab~as,1,,DONE
164,1a2a3,>a2u3,>a2u3,a-#,1,>anuv-u_1,>onuv,be_feminine;be_effeminate,,,u-#,,0,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
165,1a2~3,yaw~a3,yaw~a3,u-#,1,yaw~ad_1,yaw~id,iodize,(.).(.)~.(.),$1a$2~a$3,u-#,yaw~ad,1,,DONE
166,1a2a3,1a2a3,1a2a3,a-#,1358,DabaT-ui_1,DobuT,regulate;adjust;fix,(.).(.).(.),$1o$2a$3,u-#,DobaT,0,,DONE
167,1a2a3,>a2u3,>a2u3,a-# >-# #n,1,>amun-u_1,>omun,be_loyal;be_reliable,,,u-# >-# #n,,1,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
168,1a2a3,>ayi3,>ayi3,a-#,1,>ayis-a_1,>oyas,lose_hope;despair,,,u-#,,0,CHECK form (two consecutive hamzas) and need a new cond (does not happen with hamza-beginning hollow verbs),
169,1a2a3,1a2a3,1a2a3,a-# #n,58,Eajan-ui_1,Eojun,knead;discuss,(.).(.).(.),$1o$2a$3,u-# #n,Eojan,1,,DONE
170,1a2a3,1a2a>,1a2a>,a-# #-a>,45,dana>-a_1,don,be_vile;be_despicable,(.).(.),$1o$2,u-# #-a>,don,0,,DONE
171,1a2a3,1a2a>,1a2a>,a-# #-u&,1,hana>-u_1,hon,be_beneficial;be_wholesome,(.).(.),$1o$2,u-# #-a>,hon,0,,DONE
172,1a2a3,1a2a>,1a2a>,a-#,1,hana>-i_1,honi},be_beneficial;be_wholesome,(.).(.).},$1o$2,u-# #-a>,hon,0,,DONE
173,1a2a3,1a2a@,1a2aA,a-# #-uw defective,131,HajA-u_1,Hoj,deem,(.).(.),$1o$2,u-# #-aY defective,Hoj,1,,DONE
174,1a2a3,1a2a#,1a2aY,a-# #-iy defective,68,naEaY-a_1,noE,announce_the_death_of,(.).(.),$1o$2,u-# #-aY defective,noE,0,,DONE
175,1a2a3,1a2a#,1a2aY,a-# #-aY defective,10,dahaY-a_1,doh,befall;strike,(.).(.),$1o$2,u-# #-aY defective,doh,0,,DONE
176,1a2a3,1a2i3,1a2i3,a-#,373,hadib-a_1,hodab,have_long_eye_lashes,(.).(.).(.),$1o$2a$3,u-#,hodab,1,,DONE
177,1a2a3,1a2i3,1a2i3,a-# #n,21,*aEin-a_1,*oEan,submit;yield;obey,(.).(.).(.),$1o$2a$3,u-# #n,*oEan,1,,DONE
178,1a2a3,1a2i>,1a2i>,a-# #-u&,1,ba*i}-u_1,bo*,be_shameless;be_obscene,(.).(.),$1o$2,u-# #-a>,bo*,0,,DONE
179,1a2a3,1a2i>,1a2i>,a-# #-a>,14,mari}-a_1,mor,be_wholesome,(.).(.),$1o$2,u-# #-a>,mor,0,,DONE
180,1a2a3,1a2iy,1a2iy,a-# #-aY defective,67,nasiy-a_1,nos,forget,(.).(.),$1o$2,u-# #-aY defective,nos,1,,DONE
181,1a2a3,1a2u3,1a2u3,a-#,148,baruE-u_1,boruE,excel;be_distinguished,(.).(.).(.),$1o$2a$3,u-#,boraE,0,,DONE
182,1a2a3,1a2u3,1a2u3,a-# #n,16,natun-u_1,notun,stink;decompose,(.).(.).(.),$1o$2a$3,u-# #n,notan,0,,DONE
183,1a2a3,1a2u>,1a2u>,a-# #-u&,9,jaru&-u_1,jor,dare;risk,(.).(.),$1o$2,u-# #-a>,jor,1,,DONE
184,1a2a3,1a2uw,1a2uw,a-# #-uw defective,4,Haluw-u_1,Hol,be_sweet;be_pleasant,(.).(.),$1o$2,u-# #-aY defective,Hol,0,,DONE
185,1a2a3,1a2~,1a2~,v-suff + a-# gem,302,tam~-i_1,tim~,conclude;take_place,(.).(.)~,$1a$2~,v-suff + u-# gem,tam~,1,,DONE
186,1a2a3,1a2~,1a2~,c-suff + a-# gem,302,tam~-i_1,tomim,conclude;take_place,(.).(.).(.),$1o$2a$3,c-suff + u-# gem,tomam,1,,DONE
187,1a2a3,1a2~,1a2~,v-suff + a-# #n gem,16,$an~-u_1,$un~,wage;launch,(.).(.)~,$1a$2~,v-suff + u-# #n gem,$an~,1,,DONE
188,1a2a3,1a2~,1a2~,c-suff + a-# #n gem,16,$an~-u_1,$onun,wage;launch,(.).(.).(.),$1o$2a$3,c-suff + u-# #n gem,$onan,1,,DONE
189,1a2a3,1a>a3,1a>a3,a-#,19,na>am-ia_1,no>am,resound;groan,(.).(.).(.),$1o$2a$3,u-#,no>am,0,,DONE
190,1a2a3,1a>a3,1a>a3,a-# #n,1,ma>an-a_1,mo>an,sustain;provide,(.).(.).(.),$1o$2a$3,u-# #n,mo>an,0,,DONE
191,1a2a3,1a>a#,1a>aY,a-# #-aY defective,4,ra>aY-a_1,r,see;think;believe,(.),$1,u-# #-aY defective,r,1,,DONE
192,ta1a2~3,ta1a2~a3a,ta1a2~a3a,a-#,1,taHaj~aja_1,taHaj~aja,allege/use_as_excuse,ta(.).(.)~.(.).,ta$1a$2~a$3,u-#,taHaj~aj,0,CHECK form has extra a,DONE
193,1a2~3,ya2~a3,ya2~a3,u-# #n,1,yam~an_1,yam~in,go_t200601-arb-nw.tknhist.v3_0-oovo_the_right,(.).(.)~.(.),$1a$2~a$3,u-# #n,yam~an,1,CHECK gloss,DONE
194,1a2a3,1a>i3,1a>i3,a-#,7,ma}iq-a_1,mo>aq,cry;sob,(.).(.).(.),$1o$2a$3,u-#,mo>aq,0,,DONE
195,1a2a3,1a>u3,1a>u3,a-#,4,ra&uf-u_1,ro&uf,show_mercy;have_pity,(.).(.).(.),$1o>a$3,u-#,ro>af,1,,DONE
196,{isota1o2a3,{isota1a@o>,{isota1aAo>,v-suff + a-# hollow,1,{isotaDA'_1,staD,be_lit;become_clear,,,v-suff + u-# hollow,,0,CHECK missing c-suff,
197,1a2a3,1a@o3,1aAo3,c-suff + a-# hollow,251,hA$-u_1,hu$,be_excited;be_agitated,(.).(.),$1a$2,c-suff + u-# hollow,ha$,1,,DONE
198,1a2a3,1a@o3,1aAo3,v-suff + a-# hollow,250,hA$-u_1,huw$,be_excited;be_agitated,(.).w(.),$1A$2,v-suff + u-# hollow,hA$,1,,DONE
199,1a2a3,1a@o3,1aAo3,c-suff + a-# #n hollow,3,lAn-i_1,lin,be_flexible;be_delicate,(.).(.),$1a$2,c-suff + u-# #n hollow,lan,1,,DONE
200,1a2a3,1a@o3,1aAo3,v-suff + a-# #n hollow,3,lAn-i_1,liyn,be_flexible;be_delicate,(.).y(.),$1A$2,v-suff + u-# #n hollow,lAn,1,,DONE
201,1a2a3,1a@o3,1aAo3,c-suff + a-# #n hollow,8,$An-i_1,$in,disfigure;disgrace,(.).(.),$1a$2,c-suff + u-# #n hollow,$an,1,,DONE
202,1a2a3,1a@o3,1aAo3,v-suff + a-# #n hollow,8,$An-i_1,$iyn,disfigure;disgrace,(.).y(.),$1A$2,v-suff + u-# #n hollow,$An,1,,DONE
203,1a2a3,1a@o>,1aAo>,c-suff + a-# #-iy' hollow,2,fA'-i_1,f,be_displaced;shift,(.),$1,c-suff + u-# #-A' hollow,f,0,CORRECTIONS,DONE
204,1a2a3,1a@o>,1aAo>,v-suff + a-# #-iy' hollow,2,fA'-i_1,f,be_displaced;shift,(.),$1,v-suff + u-# #-A' hollow,f,0,CORRECTIONS,
205,1a2a3,1a@o>,1aAo>,c-suff + a-# #-uw' hollow,7,bA'-u_1,b,return;incur,(.),$1,c-suff + u-# #-A' hollow,b,0,CORRECTIONS,DONE
206,1a2a3,1a@o>,1aAo>,v-suff + a-# #-uw' hollow,7,bA'-u_1,b,become_bad;become_evil,(.),$1,v-suff + u-# #-A' hollow,b,0,CORRECTIONS,DONE
207,1a2a3,1a@o>,1aAo>,c-suff + a-# #-A' hollow,1,$A'-a_1,$,want;desire;wish,(.),$1,c-suff + u-# #-A' hollow,$,0,CORRECTIONS,
208,1a2a3,1a@o>,1aAo>,v-suff + a-# #-A' hollow,1,$A'-a_1,$,want;desire;wish,(.),$1,v-suff + u-# #-A' hollow,$,0,CORRECTIONS,DONE
209,1a2a3,1awa3,1awa3,a-#,1,dawa$-i_1,dowi$,make_noise;raise_hell,(.).(.).(.),$1o$2a$3,u-#,dowa$,1,,DONE
210,1a2a3,1awa#,1awaY,a-# #-iy defective,16,*awaY-i_1,*ow,wither;fade,(.).(.),$1o$2,u-# #-aY defective,*ow,0,,DONE
211,1a2a3,1awi3,1awi3,a-#,11,lawiv-a_1,lowav,hesitate;be_dilatory,(.).(.).(.),$1o$2a$3,u-#,lowav,1,,DONE
212,1a2a3,1awiy,1awiy,a-# #-aY defective,7,gawiy-a_1,gow,covet,(.).(.),$1o$2,u-# #-aY defective,gow,0,,DONE
213,1a2a3,1awiy,1awiy,a-# #-iy defective,2,*awiy-a_1,*ow,wither;fade,(.).(.),$1o$2,u-# #-aY defective,*ow,0,,DONE
214,1a2a3,1ayi3,1ayi3,a-#,2,hayif_1,hoyaf,be_slender,(.).(.).(.),$1o$2a$3,u-#,hoyaf,1,,DONE
215,{isota1o2a3,{isota1a@o3,{isota1aAo3,a-# #n,1,{isotakAn_1,sotakin,be_humble;submit,(.).(.).(.).(.),$1o$2a$3a$4,u-# #n,sotakan,0,CHECK missing c-suff/v-suff,DONE
216,1a2a3,1ay~,1ay~,a-# #-aA defective,1,Hay~-a_1,Hoy,live;experience;witness,(.).(.),$1o$2,u-# #-aA defective,Hoy,1,CORRECTIONS u-# to a-#,DONE
217,1a2a3,1u2iy,1u2iy,a-# #-aY defective,1,zuhiy-a_1,zoh,be_conceited;be_boastful,(.).(.),$1o$2,u-# #-aY defective,zoh,0,,DONE
218,1a2a3,1u2~,1u2~,v-suff + a-# gem,1,kuz~_1,kaz~,have_tetanus,(.).(.)~,$1a$2~,v-suff + u-# gem,kaz~,1,,DONE
219,1a2a3,1u2~,1u2~,c-suff + a-# gem,1,kuz~_1,kozaz,have_tetanus,(.).(.).(.),$1a$2a$3,c-suff + u-# gem,kazaz,1,,DONE
220,1a2a3,1a@o3,1aAo3,a-#,1,TAl_1,TAl,reach,,,,,0,CHECK missing c-suff/v-suff,
221,>1o2a3,>awo2a3,>awo2a3,u-#,50,>awo$ak_1,w$ik,be_on_the_verge_of;be_about_to;almost,w(.).(.),w$1a$2,u-#,w$ak,1,,DONE
222,>1o2a3,>awo2a>,>awo2a>,u-#,3,>awoma>_1,wmi},signal;motion,w(.).(.),w$1a>,u-#,wma>,0,,DONE
223,>1o2a3,>ayo2a3,>ayo2a3,u-#,6,>ayobas_1,wbis,make_dry;desiccate,w(.).(.),w$1a$2,u-#,wbas,1,,DONE
224,1a2a3,>a2a@,>a2aA,a-# >-# #-uw defective,2,>alA-u_1,l,neglect;desist_from,,,u-# >-# #-uw defective,,0,CHECK need a new cond (link),
225,1a2a3,>a2a#,>a2aY,a-# >-# #-aY defective,1,>abaY-a_1,b,deny;refuse,,,u-# >-# #-aY defective,,1,CHECK need a new cond (link),
226,1a2a3,>a2a#,>a2aY,a-# >-# #-iy defective,2,>ataY-i_1,t,arrive;come;reach,,,u-# >-# #-iy defective,,1,CHECK need a new cond (link),
227,1a2a3,>awa#,>awaY,a-# >-# #-iy defective,1,>awaY-i_1,w,retire;seek_shelter,,,u-# >-# #-iy defective,,0,CHECK need a new cond (link),
228,1a2~3,>a2~a3,>a2~a3,u-# >-a# #n,3,>a*~an_1,a*~in,announce;foresee,.(.)~.(.),a$1~a$2,u-# >-a# #n,a*~an,1,CHECK no need for >-a#,DONE
229,1a2~3,>ay~a3,>ay~a3,u-# >-a# #n,1,>ay~an_1,ay~in,ionize,.(.)~.(.),a$1~a$2,u-# >-a# #n,ay~an,0,CHECK no need for >-a#,DONE
230,1a2a3,>a2~,>a2~,v-suff + a-# gem,6,>av~-i_1,}iv~,be_luxuriant;grow_profusely,(.).(.)~,&a$2~,v-suff + u-# gem,&av~,1,CHECK no need for >-a#,DONE
231,1a2a3,>a2~,>a2~,v-suff + a-# gem,7,>av~-u_1,&uv~,be_luxuriant;grow_profusely,(.).(.)~,&a$2~,v-suff + u-# gem,&av~,1,CORRECTIONS removed >-a# | u-# to a-#,DONE
232,1a2a3,>a2~,>a2~,c-suff + a-# gem,13,>av~-a_1,>ovav,be_luxuriant;grow_profusely,(.).(.).(.),&o$2a$3,c-suff + u-# gem,&ovav,1,CHECK no need for >-a#,DONE
233,1a2a3,>a2~,>a2~,c-suff + a-#  gem,7,>am~-u_1,>omum,visit;gather_at;congregate_at,(.).(.).(.),&o$2a$3,c-suff + u-# gem,&omam,1,CORRECTIONS removed >-a# | u-# to a-#,DONE
234,1a2a3,>a2~,>a2~,v-suff + a-# #n gem,1,>an~-i_1,}in~,complain;moan,(.).(.)~,&a$2~,v-suff + u-# #n gem,&an~,1,CHECK no need for >-a#,DONE
