LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
30	OK-ONE	1	VERB.C2P.AI.E0	Hab~	حِبُّوه	Hib~uwh	175	OK		1a2~	[Hib~]	Hib~/CV+uwA/CVSUFF_SUBJ:2P+uh/XVSUFF_DO:3MS	love;like;want_[CALIMA]	[gem trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:gem+trans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[C]_[CS:#^V+enc0+v-suff+w-suff]_[CT:enc0||enc1||enc2+trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
31	OK-ONE	1	VERB.C2MS.AI	>axoTa>	اِخْطَأ	AixoTa>	20	OK		>a1o2a>	[AixoT]	AixoT/CV+a>/STEM+(null)/CVSUFF_SUBJ:2MS	be_wrong;do_incorrectly;be_done_incorrectly_[CALIMA]	[#-a> intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+intrans]_[CT:#-a>]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff+y-suff]	S:[C]_[CS:z-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
32	OK-ONE	1	VERB.C2FS.AI	>axoTa>	اِخْطَئِي	AixoTa}iy	20	OK		>a1o2a>	[AixoT]	AixoT/CV+a}/STEM+iy/CVSUFF_SUBJ:2FS	be_wrong;do_incorrectly;be_done_incorrectly_[CALIMA]	[#-a> intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+intrans]_[CT:#-a>+y-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff]	S:[C]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
33	OK-ONE	1	VERB.C2P.AI	>axoTa>	اِخْطَؤُوا	AixoTa&uwA	20	OK		>a1o2a>	[AixoT]	AixoT/CV+a&/STEM+uwA/CVSUFF_SUBJ:2P	be_wrong;do_incorrectly;be_done_incorrectly_[CALIMA]	[#-a> intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+intrans]_[CT:#-a>+w-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+y-suff]	S:[C]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
34	OK-ZERO-E0-INTRANS	0	VERB.C2MS.AI.E0	>axoTa>			20	OK		>a1o2a>	[AixoT]			[#-a> intrans]	[-]					PP0 FSE0 PS0	1
35	OK-ZERO-E0-INTRANS	0	VERB.C2FS.AI.E0	>axoTa>			20	OK		>a1o2a>	[AixoT]			[#-a> intrans]	[-]					PP0 FSE0 PS0	0
36	OK-ZERO-E0-INTRANS	0	VERB.C2P.AI.E0	>axoTa>			20	OK		>a1o2a>	[AixoT]			[#-a> intrans]	[-]					PP0 FSE0 PS0	1
37	OK-ONE	1	VERB.C2MS.AI	Aitosab~	اِتْسَبّ	Aitosab~	377	OK		None	[Aitosab~]	Aitosab~/CV+(null)/CVSUFF_SUBJ:2MS	curse;swear;be_abused;be_insulted;insult;row;blaspheme;be_rowed_[CALIMA]	[gem intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:gem+intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[C]_[CS:z-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
38	OK-ONE	1	VERB.C2FS.AI	Aitosab~	اِتْسَبِّي	Aitosab~iy	377	OK		None	[Aitosab~]	Aitosab~/CV+iy/CVSUFF_SUBJ:2FS	curse;swear;be_abused;be_insulted;insult;row;blaspheme;be_rowed_[CALIMA]	[gem intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:gem+intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[C]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
39	OK-ONE	1	VERB.C2P.AI	Aitosab~	اِتْسَبُّوا	Aitosab~uwA	377	OK		None	[Aitosab~]	Aitosab~/CV+uwA/CVSUFF_SUBJ:2P	curse;swear;be_abused;be_insulted;insult;row;blaspheme;be_rowed_[CALIMA]	[gem intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:gem+intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-iy'+#-uw+#-uw']	S:[C]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
40	OK-ZERO-E0-INTRANS	0	VERB.C2MS.AI.E0	Aitosab~			377	OK		None	[Aitosab~]			[gem intrans]	[-]					PP0 FSE0 PS0	1
41	OK-ZERO-E0-INTRANS	0	VERB.C2FS.AI.E0	Aitosab~			377	OK		None	[Aitosab~]			[gem intrans]	[-]					PP0 FSE0 PS0	0
42	OK-ZERO-E0-INTRANS	0	VERB.C2P.AI.E0	Aitosab~			377	OK		None	[Aitosab~]			[gem intrans]	[-]					PP0 FSE0 PS0	1
43	OK-ONE	1	VERB.C2MS.AI	bada>	اِبدَأ	Aibda>	14	OK		1a2a>	[Aibd]	Aibd/CV+a>/STEM+(null)/CVSUFF_SUBJ:2MS	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff+y-suff]	S:[C]_[CS:z-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
44	OK-ONE	1	VERB.C2FS.AI	bada>	اِبدَئِي	Aibda}iy	14	OK		1a2a>	[Aibd]	Aibd/CV+a}/STEM+iy/CVSUFF_SUBJ:2FS	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>+y-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff]	S:[C]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
45	OK-ONE	1	VERB.C2P.AI	bada>	اِبدَؤُوا	Aibda&uwA	14	OK		1a2a>	[Aibd]	Aibd/CV+a&/STEM+uwA/CVSUFF_SUBJ:2P	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>+w-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+y-suff]	S:[C]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
46	OK-ONE	1	VERB.C2MS.AI.E0	bada>	اِبدَأُه	Aibda>uh	14	OK		1a2a>	[Aibd]	Aibd/CV+a>/STEM+(null)/CVSUFF_SUBJ:2MS+uh/XVSUFF_DO:3MS	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff+y-suff]	S:[C]_[CS:enc0+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
47	OK-ONE	1	VERB.C2FS.AI.E0	bada>	اِبدَئِيه	Aibda}iyh	14	OK		1a2a>	[Aibd]	Aibd/CV+a}/STEM+iy/CVSUFF_SUBJ:2FS+uh/XVSUFF_DO:3MS	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>+y-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+w-suff]	S:[C]_[CS:#^V+enc0+v-suff+y-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
48	OK-ONE	1	VERB.C2P.AI.E0	bada>	اِبدَؤُوه	Aibda&uwh	14	OK		1a2a>	[Aibd]	Aibd/CV+a&/STEM+uwA/CVSUFF_SUBJ:2P+uh/XVSUFF_DO:3MS	start;begin_[CALIMA]	[#-a> trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-a>+trans]_[CT:#-a>+w-suff]_[CF:#-A+#-A'+#-aY+#-iy+#-iy'+#-uw+#-uw'+y-suff]	S:[C]_[CS:#^V+enc0+v-suff+w-suff]_[CT:enc0||enc1||enc2+trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
49	OK-ONE	1	VERB.C2MS.AI	>asA'	سِيء	siy'	1	OK	Hamza	>a1aAo>	[s]	s/CV+iy'/STEM+(null)/CVSUFF_SUBJ:2MS	harm;offend;be_harmed;be_offended;do_badly;mismanage;be_done_badly;be_mismanaged_[CALIMA]	[#-iy' intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+intrans]_[CT:#-iy'+z-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+enc0||enc1||enc2]	S:[C]_[CS:z-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
50	OK-ONE	1	VERB.C2FS.AI	>asA'	سِيئِي	siy}iy	1	OK	>asiy}iy	>a1aAo>	[s]	s/CV+iy}/STEM+iy/CVSUFF_SUBJ:2FS	harm;offend;be_harmed;be_offended;do_badly;mismanage;be_done_badly;be_mismanaged_[CALIMA]	[#-iy' intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+intrans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
51	OK-ONE	1	VERB.C2P.AI	>asA'	سِيئُوا	siy}uwA	1	OK		>a1aAo>	[s]	s/CV+iy}/STEM+uwA/CVSUFF_SUBJ:2P	harm;offend;be_harmed;be_offended;do_badly;mismanage;be_done_badly;be_mismanaged_[CALIMA]	[#-iy' intrans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+intrans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
52	OK-ZERO-E0-INTRANS	0	VERB.C2MS.AI.E0	>asA'			1	OK		>a1aAo>	[s]			[#-iy' intrans]	[-]					PP0 FSE0 PS0	1
53	OK-ZERO-E0-INTRANS	0	VERB.C2FS.AI.E0	>asA'			1	OK		>a1aAo>	[s]			[#-iy' intrans]	[-]					PP0 FSE0 PS0	0
54	OK-ZERO-E0-INTRANS	0	VERB.C2P.AI.E0	>asA'			1	OK		>a1aAo>	[s]			[#-iy' intrans]	[-]					PP0 FSE0 PS0	1
55	OK-ONE	1	VERB.C2MS.AI	>aDA'	ضِيء	Diy'	1	OK	Hamza	>a1aAo>	[D]	D/CV+iy'/STEM+(null)/CVSUFF_SUBJ:2MS	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy'+z-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+enc0||enc1||enc2]	S:[C]_[CS:z-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
56	OK-ONE	1	VERB.C2FS.AI	>aDA'	ضِيئِي	Diy}iy	1	OK	>aDiy}iy	>a1aAo>	[D]	D/CV+iy}/STEM+iy/CVSUFF_SUBJ:2FS	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+v-suff+y-suff]_[CT:-]_[CF:-]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
57	OK-ONE	1	VERB.C2P.AI	>aDA'	ضِيئُوا	Diy}uwA	1	OK		>a1aAo>	[D]	D/CV+iy}/STEM+uwA/CVSUFF_SUBJ:2P	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:enc0||enc1||enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
58	OK-ONE	1	VERB.C2MS.AI.E0	>aDA'	ضِيئُه	Diy}uh	1	OK	no cv	>a1aAo>	[D]	D/CV+iy}/STEM+(null)/CVSUFF_SUBJ:2MS+uh/XVSUFF_DO:3MS	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy'+enc0||enc1||enc2+z-suff]_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw']	S:[C]_[CS:enc0+z-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
59	OK-ONE	1	VERB.C2FS.AI.E0	>aDA'	ضِيئِيه	Diy}iyh	1	OK	no cv	>a1aAo>	[D]	D/CV+iy}/STEM+iy/CVSUFF_SUBJ:2FS+uh/XVSUFF_DO:3MS	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+enc0+v-suff+y-suff]_[CT:trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	0
60	OK-ONE	1	VERB.C2P.AI.E0	>aDA'	ضِيئُوه	Diy}uwh	1	OK	no cv	>a1aAo>	[D]	D/CV+iy}/STEM+uwA/CVSUFF_SUBJ:2P+uh/XVSUFF_DO:3MS	shine;illuminate_[CALIMA]	[#-iy' trans]	[-]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:#-iy'+trans]_[CT:#-iy']_[CF:#-A+#-A'+#-a>+#-aY+#-iy+#-uw+#-uw'+z-suff]	S:[C]_[CS:#^V+enc0+v-suff+w-suff]_[CT:enc0||enc1||enc2+trans]_[CF:enc2]	pos:verb asp:c vox:a per:2 gen:u num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0	FSE0 PS0 PP0 OK M0	1
