,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,ATBSEG,ATBTOK,FEAT,STATUS,COMMENTS,NOTES,#CLASS
0,1,m.r.>,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,{imoru&,{imor,man,MS||MD,#a>,,,,,pos:noun gen:- num:- rat:r cas:a,,,,[STEM-NOM]
1,2,m.r.>,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,{imoru&,{imori},man,MS||MD,,,,,,pos:noun gen:- num:- rat:r cas:g,,,,[STEM-NOM]
2,3,m.r.>,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN,{imoru&,{imor,man,MS||MD,#u&,,,,,pos:noun gen:- num:- rat:r cas:n,,,,[STEM-NOM]
3,4,m.r.>,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN_PROP,{imoru&,{imor,man,MS||MD,#a>,,,,,pos:noun_prop gen:- num:- rat:r cas:a,,,,[STEM-NOM]
4,5,m.r.>,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN_PROP,{imoru&,{imori},man,MS||MD,,,,,,pos:noun_prop gen:- num:- rat:r cas:g,,,,[STEM-NOM]
5,6,m.r.>,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN_PROP,{imoru&,{imor,man,MS||MD,#u&,,,,,pos:noun_prop gen:- num:- rat:r cas:n,,,,[STEM-NOM]
6,7,s.m.y,NTWS,NTWS,LEXICON,[STEM-CONJ],bi/PREP+{isom/NOUN+i/CASE_DEF_GEN,{isom,bisomi,in/by_the_name_of,,,bi+_somi,bi+_{isomi,bi+_somi,bi+_{isomi,pos:noun prc1:bi_prep gen:m num:s stt:c cas:g,,,,[STEM-NOM]
7,8,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,*,*,DH.;25th,,,,,,,pos:abbrev,,,,[STEM-BASE]
8,9,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*a`lika,*a`lika,that;those,,,,,,,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
9,10,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,*a`lika,tiloka,that;those,,,,,,,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
10,11,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,*a`lika,*a`likum,that;those,,,,,,,pos:pron_dem rat:n gen:m num:p cas:u stt:i,,,,[STEM-BASE]
11,12,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FS,*a`lika,tilokum,that;those,,,,,,,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
12,13,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_D,*a`lika,*a`likumaA,that;those,,,,,,,pos:pron_dem rat:n gen:- num:d cas:u stt:i,,,,[STEM-BASE]
13,14,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*a`lika,*a`likun~a,that;those,,,,,,,pos:pron_dem rat:n gen:f num:p cas:u stt:i,,,,[STEM-BASE]
14,15,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*aA,*aA,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
15,16,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aA,*aAna,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:m num:d cas:n stt:i,,,,[STEM-BASE]
16,17,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,*aA,*ayna,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:m num:d cas:g stt:i,,,,[STEM-BASE]
17,18,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aA,*ayna,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
18,19,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aA,taAni,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
19,20,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aA,tayoni,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
20,21,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,*aA,tayoni,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
21,22,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aA,tiy,this;that;these;those,,,,,,,pos:pron_dem rat:n gen:f num:s cas:u stt:i,,,,[STEM-BASE]
22,23,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aAka,*aAnika,those;that,,,,,,,pos:pron_dem rat:n gen:m num:d cas:n stt:i,,,,[STEM-BASE]
23,24,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MS,*aAka,*aAka,those;that,,,,,,,pos:pron_dem rat:n gen:m num:s cas:u stt:i,,,,[STEM-BASE]
24,25,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_MD,*aAka,*aynika,those;that,,,,,,,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
25,26,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,*aAka,*aynika,those;that,,,,,,,pos:pron_dem rat:n gen:m num:d cas:g stt:i,,,,[STEM-BASE]
26,27,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aAka,taAka,those;that,,,,,,,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
27,28,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aAka,taAnika,those;that,,,,,,,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
28,29,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FD,*aAka,tayonika,those;that,,,,,,,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
29,30,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,*aAka,tayonika,those;that,,,,,,,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
30,31,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ],DEM_PRON_FS,*aAka,tiyka,those;that,,,,,,,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
31,32,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FS,*aAka,tiyka,those;that,,,,,,,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
32,33,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*aAt,of;with,MS,,,,,,pos:noun gen:f num:- rat:i stt:c,,,,
33,34,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*aw,of;with,MD||MP||FP,,,,,,pos:noun gen:- num:- rat:i stt:c,,,,
34,35,*.w.y,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,*uw,*,of;with,MS,Five-nouns,,,,,pos:noun gen:- num:- rat:i stt:c,,,,
35,36,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<i,<i,I.,,,,,,,pos:abbrev,,,,[STEM-BASE]
36,37,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*~aAka,<i*~aAka,then,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
37,38,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,<i*aA,<i*aA,suddenly,,,,,,,pos:part,,,,[STEM-BASE]
38,39,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<i*aA,<i*aA,"If,_whether,_when,_whenever",,,,,,,pos:conj_sub,,,,[STEM-BASE]
39,40,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*aAF,<i*aAF,Therefore;hence;then;so;in_that_case;thus;consequently;accordingly,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
40,41,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,<i*ano,<i*ano,hence_so,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
41,42,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PART,<i*o,<i*o,Then;and_then;as;when;while;(and)_suddenly;(and)_all_of_a_sudden,,,,,,,pos:part,,,,[STEM-BASE]
42,43,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<i*o,<i*o,Then;and_then;as;when;while;(and)_suddenly;(and)_all_of_a_sudden,,,,,,,pos:conj_sub,,,,[STEM-BASE]
43,44,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<if,<if,F.,,,,,,,pos:abbrev,,,,[STEM-BASE]
44,45,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<il,<il,L.,,,,,,,pos:abbrev,,,,[STEM-BASE]
45,46,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,<il~aA,<il~aA,except_for,,,,,,,pos:prep,,,,[STEM-BASE]
46,47,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],RESTRIC_PART,<il~aA,<il~aA,except_for,,,,,,,pos:part_restrict,,,,[STEM-BASE]
47,48,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,<ilaY,<ilaY,to;towards,,,,,,,pos:prep,,,,[STEM-BASE]
48,49,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,<ilaY,<ilayo,to;towards,enc0,C:ay#,,,,,pos:prep,,,,[STEM-BASE]
49,50,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<im,<im,M.,,,,,,,pos:abbrev,,,,[STEM-BASE]
50,51,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,<im~aA,<im~aA,Either;whether;if,,,,,,,pos:conj,,,,[STEM-BASE]
51,52,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<in,<in,N.,,,,,,,pos:abbrev,,,,[STEM-BASE]
52,53,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],<in~/PSEUDO_VERB+niy/PRON_1S,<in~a,<in~iy,indeed,,,<in~_+iy,<in~a_+niy,<in~_+iy,<in~a_+niy,pos:verb_pseudo enc0:1s_pron,,,,[STEM-BASE]
53,54,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],<in~/PSEUDO_VERB+naA/PRON_1P,<in~a,<in~aA,indeed,,,<in~_+aA,<in~a_+naA,<in~_+aA,<in~a_+naA,pos:verb_pseudo enc0:1p_pron,,,,[STEM-BASE]
54,55,NTWS,NTWS,NTWS,LEXICON,[STEM],PSEUDO_VERB,<in~a,<in~a,indeed,!PRON-iy,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
55,56,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],<in~a/PSEUDO_VERB+maA/REL_PRON,<in~a,<in~amaA,indeed_that,,,<in~a_+maA,<in~a_+maA,<in~a_+maA,<in~a_+maA,pos:verb_pseudo enc0:mA_rel,,,,[STEM-COMPOUND]
56,57,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],la/EMPHATIC_PART+<in~a/PSEUDO_VERB,<in~a,la}in~a,definitely+indeed,,,la+_}in~a,la+_<in~a,la+_}in~a,la+_<in~a,pos:verb_pseudo prc1:la_emph,,,,[STEM-COMPOUND]
57,58,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],RESTRIC_PART,<in~amaA,<in~amaA,but_rather;indeed,,,,,,,pos:part_restrict,,,,[STEM-BASE]
58,59,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,<ino,<ino,Although;(even)_though;even_if;despite;in_spite_of_the_fact_that;verily;truly,,,,,,,pos:conj_sub,,,,[STEM-BASE]
59,60,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],la/EMPHATIC_PART+<ino/SUB_CONJ,<ino,la}ino,indeed+if,,,la+_}in,la+_<ino,la+_}ino,la+_<ino,pos:conj_sub prc1:la_emph,,,,[STEM-COMPOUND]
60,61,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<is,<is,S.,,,,,,,pos:abbrev,,,,[STEM-BASE]
61,62,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<it$,<it$,H.,,,,,,,pos:abbrev,,,,[STEM-BASE]
62,63,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<iy,<iy,E.,,,,,,,pos:abbrev,,,,[STEM-BASE]
63,64,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PART,<iy~aA,<iy~aA,to;for,,,,,,,pos:part,,,,[STEM-BASE]
64,65,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,<iyh,<iyh,A.,,,,,,,pos:abbrev,,,,[STEM-BASE]
65,66,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>a,>a,A.;1st,,,,,,,pos:abbrev,,,,[STEM-BASE]
66,67,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],INTERROG_PART,>a,>a,does;is;are;do,,,,,,,pos:part_interrog,CHECK,Should we allow prep here?,,[STEM-BASE]
67,68,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],VOC_PART,>a,>a,hey,,,,,,,pos:part_voc,,,,[STEM-BASE]
68,69,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>af,>af,A.F.,,,,,,,pos:abbrev,,,,[STEM-BASE]
69,70,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>ah,>ah,ah!;ouch!,,,,,,,pos:interj,,,,[STEM-BASE]
70,71,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>ajal,>ajal,yes;indeed;certainly,,,,,,,pos:interj,,,,[STEM-BASE]
71,72,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],PART,>alaA,>alaA,namely;i.e.,,,,,,,pos:part,,,,[STEM-BASE]
72,73,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>aluw,>aluw,hello,,,,,,,pos:interj,,,,[STEM-BASE]
73,74,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],FOCUS_PART,>am~aA,>am~aA,"As_to;as_for;as_far_as_he_(she,_it,_..etc)_is_concerned;but;however;yet;on_the_other_hand",,,,,,,pos:part_focus,,,,[STEM-BASE]
74,75,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,>amo,>amo,or,,,,,,,pos:conj,,,,[STEM-BASE]
75,76,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~/SUB_CONJ+niy/PRON_1S,>an~a,>an~iy,that,,,>an~_+iy,>an~a_+niy,>an~_+iy,>an~a_+niy,pos:conj_sub enc0:1s_pron,,,,[STEM-BASE]
76,77,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~/SUB_CONJ+naA/PRON_1P,>an~a,>an~aA,that,,,>an~_+aA,>an~a_+naA,>an~_+aA,>an~a_+naA,pos:conj_sub enc0:1p_pron,,,,[STEM-BASE]
77,78,NTWS,NTWS,NTWS,LEXICON,[STEM],SUB_CONJ,>an~a,>an~a,that,!PRON-iy,,,,,,pos:conj_sub,,,,[STEM-BASE]
78,79,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>an~a/SUB_CONJ+maA/REL_PRON,>an~a,>an~amaA,that,,,>an~a_+maA,>an~a_+maA,>an~a_+maA,>an~a_+maA,pos:conj_sub enc0:mA_rel,,,,[STEM-COMPOUND]
79,80,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],SUB_CONJ,>an~amaA,>an~amaA,that,,,,,,,pos:conj_sub,,,,[STEM-BASE]
80,81,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_ADV,>an~aY,>an~aY,where?;how?;however,,,,,,,pos:part_interrog,,,,[STEM-BASE]
81,82,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,>an~aY,>an~aY,wherever;however,,,,,,,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
82,83,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_1S,>anaA,>anaA,I,,,,,,,pos:pron per:1 gen:m num:s stt:d cas:n rat:r,,,,[STEM-BASE]
83,84,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anaA/PRON_1S,>anaA,haA>anaA,here_I_am;this+I,,,haA+_>anaA,haA+_>anaA,haA+_>anaA,haA+_>anaA,pos:pron prc1:hA_dem per:1 gen:m num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
84,85,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>ano/SUB_CONJ+laA/NEG_PART,>ano,>al~aA,that/to_not,!li/PREP,,>a_+l~aA,>ano_+laA,>a_+l~aA,>ano_+laA,pos:conj_sub enc0:lA_neg,,,أن الناصبة (المصدرية),[STEM-COMPOUND]
85,86,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>ano/SUB_CONJ+laA/NEG_PART,>ano,}al~aA,that/to_not,li/PREP,,}a_+l~aA,>ano_+laA,}a_+l~aA,>ano_+laA,pos:conj_sub enc0:lA_neg,,,أن الناصبة (المصدرية),[STEM-COMPOUND]
86,87,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],SUB_CONJ,>ano,>ano,that;to,,,,,,,pos:conj_sub,,,أن الناصبة (المصدرية),[STEM-BASE]
87,88,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2MS,>anota,>anota,you,,,,,,,pos:pron per:2 gen:m num:s stt:d cas:n rat:r,,,,[STEM-BASE]
88,89,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anota/PRON_2MS,>anota,haA>anota,there_you_are;this+you,,,haA+_>anota,haA+_>anota,haA+_>anota,haA+_>anota,pos:pron prc1:hA_dem per:2 gen:m num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
89,90,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2FS,>anoti,>anoti,you,,,,,,,pos:pron per:2 gen:f num:s stt:d cas:n rat:r,,,,[STEM-BASE]
90,91,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anoti/PRON_2FS,>anoti,haA>anoti,there_you_are;this+you,,,haA+_>anoti,haA+_>anoti,haA+_>anoti,haA+_>anoti,pos:pron prc1:hA_dem per:2 gen:f num:s stt:d cas:n rat:r,,,,[STEM-COMPOUND]
91,92,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2D,>anotumaA,>anotumaA,you_both,,,,,,,pos:pron per:2 gen:m num:d stt:d cas:n rat:r,,,,[STEM-BASE]
92,93,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotumaA/PRON_2D,>anotumaA,haA>anotumaA,there_you_both_are;this+you,,,haA+_>anotumaA,haA+_>anotumaA,haA+_>anotumaA,haA+_>anotumaA,pos:pron prc1:hA_dem per:2 gen:m num:d stt:d cas:n rat:r,,,,[STEM-COMPOUND]
93,94,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2MP,>anotumo,>anotumo,you,,,,,,,pos:pron per:2 gen:m num:p stt:d cas:n rat:r,,,,[STEM-BASE]
94,95,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotum/PRON_2MP,>anotumo,haA>anotumo,there_you_are;this+you,,,haA+_>anotumo,haA+_>anotumo,haA+_>anotumo,haA+_>anotumo,pos:pron prc1:hA_dem per:2 gen:m num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
95,96,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2FP,>anotun~a,>anotun~a,you,,,,,,,pos:pron per:2 gen:f num:p stt:d cas:n rat:r,,,,[STEM-BASE]
96,97,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotun~a/PRON_2FP,>anotun~a,haA>anotun~a,there_you_are;this+you,,,haA+_>anotun~a,haA+_>anotun~a,haA+_>anotun~a,haA+_>anotun~a,pos:pron prc1:hA_dem per:2 gen:f num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
97,98,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>ar,>ar,R.,,,,,,,pos:abbrev,,,,[STEM-BASE]
98,99,r.b.E,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,>arobaEami}ap,>arobaEami},four-hundred,FS,X100,,,,,pos:noun gen:- num:- rat:i cas:a,,,,
99,100,r.b.E,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,>arobaEami}ap,>arobaEimi},four-hundred,FS,X100,,,,,pos:noun gen:- num:- rat:r cas:g,,,,
100,101,r.b.E,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN,>arobaEami}ap,>arobaEumi},four-hundred,FS,X100,,,,,pos:noun gen:- num:- rat:r cas:n,,,,
101,102,r.b.E,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,>arobaEamiA}ap,>arobaEamiA},four-hundred,FS,X100,,,,,pos:noun gen:- num:- rat:i cas:a,,,,
102,103,r.b.E,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,>arobaEamiA}ap,>arobaEimiA},four-hundred,FS,X100,,,,,pos:noun gen:- num:- rat:r cas:g,,,,
